symbol,price,beta,mktCap,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,description,ceo,sector,country,city,state,zip,isEtf,isActivelyTrading,isAdr,isFund,date
VRTX,465.7,0.394,1.199312553e-07,Vertex Pharmaceuticals Incorporated,USD,875320.0,US92532F1003,92532F100,NASDAQ Global Select,NASDAQ,Biotechnology,"Vertex Pharmaceuticals Incorporated, a biotechnology company, engages in developing and commercializing therapies for treating cystic fibrosis. The company markets SYMDEKO/SYMKEVI, ORKAMBI, and KALYDECO to treat patients with cystic fibrosis who have specific mutations in their cystic fibrosis transmembrane conductance regulator gene; and TRIKAFTA for the treatment of patients with CF 6 years of age or older who have at least one F508del mutation. Its pipeline includes VX-864 for the treatment of AAT deficiency, which is in Phase 2 clinical trial; VX-147 for the treatment of APOL1-mediated focal segmental glomerulosclerosis, or FSGS, and other serious kidney diseases which is in Phase 2 clinical trial; VX- 880, treatment for Type 1 Diabetes which is in Phase 1/2 clinical trial; VX-548, a NaV1.8 inhibitor for treatments of acute, neuropathic, musculoskeletal pain which is in Phase 2 clinical trial; and CTX001 for the treatment severe SCD and TDT which is in Phase 3 clinical trial. The company sells its products primarily to specialty pharmacy and specialty distributors in the United States, as well as specialty distributors and retail chains, and hospitals and clinics internationally. It has collaborations with Affinia Therapeutics, Inc.; Arbor Biotechnologies, Inc.; CRISPR Therapeutics AG.; Kymera Therapeutics, Inc.; Mammoth Biosciences, Inc.; Moderna, Inc.; Obsidian Therapeutics, Inc.; and Skyhawk Therapeutics, Inc.; as well as Ribometrix, Inc.; Genomics plc; Merck KGaA; Darmstadt, Germany, and X-Chem, Inc. Vertex Pharmaceuticals Incorporated was founded in 1989 and is headquartered in Boston, Massachusetts.","Dr. Reshma  Kewalramani FASN, M.D.",Healthcare,US,Boston,MA,02210,False,True,False,False,2024-12-02
CELG-RI,0.04,0.0,1.1835245206099999e-07,Bristol-Myers Squibb Company Ce,USD,14272.0,US1101221406,,New York Stock Exchange,NYSE,Drug Manufacturers - General,,,Healthcare,,,,,False,True,False,False,2024-12-02
ANET,374.39,1.077,1.179103866e-07,"Arista Networks, Inc.",USD,1596532.0,US0404131064,040413106,New York Stock Exchange,NYSE,Computer Hardware,"Arista Networks, Inc. develops, markets, and sells cloud networking solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company's cloud networking solutions consist of extensible operating systems, a set of network applications, as well as gigabit Ethernet switching and routing platforms. It also provides post contract customer support services, such as technical support, hardware repair and parts replacement beyond standard warranty, bug fix, patch, and upgrade services. The company serves a range of industries comprising internet companies, service providers, financial services organizations, government agencies, media and entertainment companies, and others. It markets and sells its products through distributors, system integrators, value-added resellers, and original equipment manufacturer partners, as well as through its direct sales force. The company was formerly known as Arastra, Inc. and changed its name to Arista Networks, Inc. in October 2008. Arista Networks, Inc. was incorporated in 2004 and is headquartered in Santa Clara, California.",Ms. Jayshree V. Ullal,Technology,US,Santa Clara,CA,95054,False,True,False,False,2024-12-02
CB,288.0,0.681,1.16092224e-07,Chubb Limited,USD,896159.0,CH0044328745,H1467J104,New York Stock Exchange,NYSE,Insurance - Property & Casualty,"Chubb Limited provides insurance and reinsurance products worldwide. The company's North America Commercial P&C Insurance segment offers commercial property, casualty, workers' compensation, package policies, risk management, financial lines, marine, construction, environmental, medical, cyber risk, surety, and excess casualty; and group accident and health insurance to large, middle market, and small commercial businesses. Its North America Personal P&C Insurance segment provides affluent and high net worth individuals and families with homeowners, automobile and collector cars, valuable articles, personal and excess liability, travel insurance, and recreational marine insurance and services. The company's North America Agricultural Insurance segment offers multiple peril crop and crop-hail insurance; and coverage for farm and ranch property, and commercial agriculture products. Its Overseas General Insurance segment provides coverage for traditional commercial property and casualty; specialty categories, such as financial lines, marine, energy, aviation, political risk, and construction risk; and group accident and health, and traditional and specialty personal lines for corporations, middle markets, and small customers through retail brokers, agents, and other channels. The company's Global Reinsurance segment offers traditional and specialty reinsurance under the Chubb Tempest Re brand to property and casualty companies. Its Life Insurance segment provides protection and savings products comprising whole life, endowment plans, individual term life, group term life, medical and health, personal accident, credit life, universal life, and unit linked contracts. The company markets its products primarily through insurance and reinsurance brokers. The company was formerly known as ACE Limited and changed its name to Chubb Limited in January 2016. Chubb Limited was incorporated in 1985 and is headquartered in Zurich, Switzerland.",Mr. Evan G. Greenberg,Financial Services,CH,Zurich,,8001,False,True,False,False,2024-12-02
UPS,134.07,0.982,1.14411268037e-07,"United Parcel Service, Inc.",USD,1090727.0,US9113121068,911312106,New York Stock Exchange,NYSE,Integrated Freight & Logistics,"United Parcel Service, Inc. provides letter and package delivery, transportation, logistics, and related services. It operates through two segments, U.S. Domestic Package and International Package. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options. The company also provides international air and ocean freight forwarding, customs brokerage, distribution and post-sales, and mail and consulting services in approximately 200 countries and territories. In addition, it offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industry; shipping, visibility, and billing technologies; and financial and insurance services. The company operates a fleet of approximately 121,000 package cars, vans, tractors, and motorcycles; and owns 59,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",Ms. Carol B. Tome,Industrials,US,Atlanta,GA,30328,False,True,False,False,2024-12-02
NKE,76.66,1.035,1.14115956794e-07,"NIKE, Inc.",USD,320187.0,US6541061031,654106103,New York Stock Exchange,NYSE,Apparel - Footwear & Accessories,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells men's, women's, and kids athletic footwear, apparel, equipment, and accessories worldwide. The company provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; and casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. In addition, it sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities under the NIKE brand; and various plastic products to other manufacturers. The company markets apparel with licensed college and professional team, and league logos, as well as sells sports apparel. Additionally, it licenses unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. The company sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon.",Mr. Elliott J. Hill,Consumer Cyclical,US,Beaverton,OR,97005-6453,False,True,False,False,2024-12-02
BMY,56.22,0.441,1.140242796e-07,Bristol-Myers Squibb Company,USD,14272.0,US1101221083,110122108,New York Stock Exchange,NYSE,Drug Manufacturers - General,"Bristol-Myers Squibb Company discovers, develops, licenses, manufactures, and markets biopharmaceutical products worldwide. It offers products for hematology, oncology, cardiovascular, immunology, fibrotic, neuroscience, and covid-19 diseases. The company's products include Revlimid, an oral immunomodulatory drug for the treatment of multiple myeloma; Eliquis, an oral inhibitor for reduction in risk of stroke/systemic embolism in NVAF, and for the treatment of DVT/PE; Opdivo for anti-cancer indications; Pomalyst/Imnovid indicated for patients with multiple myeloma; and Orencia for adult patients with active RA and psoriatic arthritis. It also provides Sprycel for the treatment of Philadelphia chromosome-positive chronic myeloid leukemia; Yervoy for the treatment of patients with unresectable or metastatic melanoma; Abraxane, a protein-bound chemotherapy product; Reblozyl for the treatment of anemia in adult patients with beta thalassemia; and Empliciti for the treatment of multiple myeloma. In addition, the company offers Zeposia to treat relapsing forms of multiple sclerosis; Breyanzi, a CD19-directed genetically modified autologous T cell immunotherapy for the treatment of adult patients with relapsed or refractory large B-cell lymphoma; Inrebic, an oral kinase inhibitor indicated for the treatment of adult patients with myelofibrosis; and Onureg for the treatment of adult patients with AML. It sells products to wholesalers, distributors, pharmacies, retailers, hospitals, clinics, and government agencies. The company was formerly known as Bristol-Myers Company. The company was founded in 1887 and is headquartered in New York, New York.",Dr. Christopher S. Boerner Ph.D.,Healthcare,US,New York,NY,10016,False,True,False,False,2024-12-02
MDT,87.53,0.853,1.122563497e-07,Medtronic plc,USD,1613103.0,IE00BTN1Y115,G5960L103,New York Stock Exchange,NYSE,Medical - Devices,"Medtronic plc develops, manufactures, and sells device-based medical therapies to healthcare systems, physicians, clinicians, and patients worldwide. Its Cardiovascular Portfolio segment offers implantable cardiac pacemakers, cardioverter defibrillators, and cardiac resynchronization therapy devices; cardiac ablation products; insertable cardiac monitor systems; TYRX products; and remote monitoring and patient-centered software. It also provides aortic valves, surgical valve replacement and repair products, endovascular stent grafts and accessories, and transcatheter pulmonary valves; and percutaneous coronary intervention products, percutaneous angioplasty balloons, and products. The company's Medical Surgical Portfolio segment offers surgical stapling devices, vessel sealing instruments, wound closure, electrosurgery products, surgical artificial intelligence and robotic-assisted surgery products, hernia mechanical devices, mesh implants, gynecology and lung products, and various therapies to treat diseases, as well as products in the fields of minimally invasive gastrointestinal and hepatologic diagnostics and therapies, patient monitoring, airway management and ventilation therapies, and renal disease. Its Neuroscience Portfolio segment offers products for spinal surgeons; neurosurgeons; neurologists; pain management specialists; anesthesiologists; orthopedic surgeons; urologists; urogynecologists; interventional radiologists; ear, nose, and throat specialists; and systems that incorporate energy surgical instruments. It also provides image-guided surgery and intra-operative imaging systems and robotic guidance systems used in robot assisted spine procedures; and therapies for vasculature in and around the brain. The company's Diabetes Operating Unit segment offers insulin pumps and consumables, continuous glucose monitoring systems, smart insulin pen systems, and consumables and supplies. The company was founded in 1949 and is headquartered in Dublin, Ireland.",Mr. Geoffrey Straub Martha,Healthcare,IE,Dublin,,2,False,True,False,False,2024-12-02
SBUX,98.42,0.962,1.1152954400000001e-07,Starbucks Corporation,USD,829224.0,US8552441094,855244109,NASDAQ Global Select,NASDAQ,Restaurants,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brands. As of October 3, 2021, it operated 16,826 company-operated and licensed stores in North America; and 17,007 company-operated and licensed stores internationally. The company was founded in 1971 and is based in Seattle, Washington.",Mr. Brian R. Niccol,Consumer Cyclical,US,Seattle,WA,98134,False,True,False,False,2024-12-02
SONY,18.46,0.814,1.11354104641e-07,Sony Group Corporation,USD,313838.0,US8356993076,835699307,New York Stock Exchange,NYSE,Consumer Electronics,"Sony Group Corporation designs, develops, produces, and sells electronic equipment, instruments, and devices for the consumer, professional, and industrial markets in Japan, the United States, Europe, China, the Asia-Pacific, and internationally. The company distributes software titles and add-on content through digital networks; network services related to game, video, and music content; and home and portable game consoles, packaged software, and peripheral devices. It also develops, produces, markets, and distributes recorded music; publishes music; and produces and distributes animation titles, game applications, and various services for music and visual products. In addition, the company produces, acquires, and distributes live-action and animated motion pictures for theatrical release, as well as scripted and animated series, unscripted reality or light entertainment, daytime serials, game shows, television movies, and miniseries and other television programs; operates a visual effects and animation unit; manages a studio facility; and operates television and digital networks, and post-production facilities. Further, it researches, develops, designs, produces, markets, distributes, sells, and services televisions, and video and sound products; interchangeable lens, compact digital, and consumer and professional video cameras; projectors and medical equipment; mobile phones, tablets, accessories, and applications; and metal oxide semiconductor image sensors, charge-coupled devices, integration systems, and other semiconductors. Additionally, it offers Internet broadband network services; recording media, and storage media products; and life and non-life insurance, banking, and other services, as well as creates and distributes content for PCs and mobile phones. The company was formerly known as Sony Corporation and changed its name to Sony Group Corporation in April 2021. Sony Group Corporation was incorporated in 1946 and is headquartered in Tokyo, Japan.",Mr. Kenichiro  Yoshida,Technology,JP,Tokyo,,108-0075,False,True,True,False,2024-12-02
CHTR,389.565,1.036,1.1078438172600001e-07,"Charter Communications, Inc.",USD,1091667.0,US16119P1084,16119P108,NASDAQ Global Select,NASDAQ,Telecommunications Services,"Charter Communications, Inc. operates as a broadband connectivity and cable operator company serving residential and commercial customers in the United States. The company offers subscription-based video services, including video on demand, high-definition television, digital video recorder, pay-per-view services. It provides Internet services, such as security suite that protects computers from viruses and spyware, and threats from malicious actors; in-home WiFi, which provides customers with high performance wireless routers to enhance their in-home wireless Internet experience; out-of-home WiFi; and Spectrum WiFi services, as well as video services. The company also offers voice communications services using voice over Internet protocol technology; and broadband communications solutions, such as Internet access, data networking, fiber connectivity, video entertainment, and business telephone services to cellular towers and office buildings for business and carrier organizations. In addition, it provides mobile services; offers video programming, static IP and business WiFi, email and security, and multi-line telephone services, as well as Web-based service management; sells local advertising across various platforms for networks, such as TBS, CNN, and ESPN; sells advertising inventory to local sports and news channels; and offers Audience App for optimizes linear inventory. Further, the company offers communications products and managed service solutions; data connectivity services to mobile and wireline carriers on a wholesale basis; and owns and operates regional sports and news networks. It serves approximately 32 million customers in 41 states. The company was founded in 1993 and is headquartered in Stamford, Connecticut.",Mr. Christopher L. Winfrey,Communication Services,US,Stamford,CT,06902,False,True,False,False,2024-12-02
GILD,88.4,0.192,1.1017026799999999e-07,"Gilead Sciences, Inc.",USD,882095.0,US3755581036,375558103,NASDAQ Global Select,NASDAQ,Drug Manufacturers - General,"Gilead Sciences, Inc., a biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally. The company provides Biktarvy, Genvoya, Descovy, Odefsey, Truvada, Complera/ Eviplera, Stribild, and Atripla products for the treatment of HIV/AIDS; Veklury, an injection for intravenous use, for the treatment of coronavirus disease 2019; and Epclusa, Harvoni, Vosevi, Vemlidy, and Viread for the treatment of liver diseases. It also offers Yescarta, Tecartus, Trodelvy, and Zydelig products for the treatment of hematology, oncology, and cell therapy patients. In addition, the company provides Letairis, an oral formulation for the treatment of pulmonary arterial hypertension; Ranexa, an oral formulation for the treatment of chronic angina; and AmBisome, a liposomal formulation for the treatment of serious invasive fungal infections. Gilead Sciences, Inc. has collaboration agreements with Arcus Biosciences, Inc.; Pionyr Immunotherapeutics Inc.; Tizona Therapeutics, Inc.; Tango Therapeutics, Inc.; Jounce Therapeutics, Inc.; Galapagos NV; Janssen Sciences Ireland Unlimited Company; Japan Tobacco, Inc.; Gadeta B.V.; Bristol-Myers Squibb Company; Dragonfly Therapeutics, Inc.; and Merck & Co, Inc. The company was incorporated in 1987 and is headquartered in Foster City, California.",Mr. Daniel P.  O'Day,Healthcare,US,Foster City,CA,94404,False,True,False,False,2024-12-02
BUD,56.25,1.025,1.10054852438e-07,Anheuser-Busch InBev SA/NV,USD,1668717.0,US03524A1088,03524A108,New York Stock Exchange,NYSE,Beverages - Alcoholic,"Anheuser-Busch InBev SA/NV engages in the production, distribution, and sale of beer, alcoholic beverages, and soft drinks worldwide. It offers a portfolio of approximately 500 beer brands, which primarily include Budweiser, Corona, and Stella Artois; Beck's, Hoegaarden, Leffe, and Michelob Ultra; and Aguila, Antarctica, Bud Light, Brahma, Cass, Castle, Castle Lite, Cristal, Harbin, Jupiler, Modelo Especial, Quilmes, Victoria, Sedrin, and Skol brands. The company was founded in 1366 and is headquartered in Leuven, Belgium.",Mr. Michel Dimitrios  Doukeris,Consumer Defensive,BE,Leuven,,3000,False,True,True,False,2024-12-02
DE,398.95,0.935,1.0915272e-07,Deere & Company,USD,315189.0,US2441991054,244199105,New York Stock Exchange,NYSE,Agricultural - Machinery,"Deere & Company manufactures and distributes various equipment worldwide. The company operates through four segments: Production and Precision Agriculture, Small Agriculture and Turf, Construction and Forestry, and Financial Services. The Production and Precision Agriculture segment provides mid-size tractors, combines, cotton pickers and strippers, sugarcane harvesters, harvesting front-end equipment, sugarcane loaders, pull-behind scrapers, and tillage and seeding equipment, as well as application equipment, including sprayers and nutrient management, and soil preparation machinery for grain growers. The Small Agriculture and Turf segment offers utility tractors, and related loaders and attachments; turf and utility equipment, including riding lawn equipment, commercial mowing equipment, golf course equipment, and utility vehicles, as well as implements for mowing, tilling, snow and debris handling, aerating, residential, commercial, golf, and sports turf care applications; other outdoor power products; and hay and forage equipment. This segment also resells products from other manufacturers. It serves dairy and livestock producers, crop producers, and turf and utility customers. The Construction and Forestry segment provides a range of backhoe loaders, crawler dozers and loaders, four-wheel-drive loaders, excavators, motor graders, articulated dump trucks, landscape and skid-steer loaders, milling machines, pavers, compactors, rollers, crushers, screens, asphalt plants, log skidders, log feller bunchers, log loaders and forwarders, log harvesters, and attachments; and roadbuilding equipment. The Financial Services segment finances sales and leases agriculture and turf, and construction and forestry equipment. It also offers wholesale financing to dealers of the foregoing equipment; and extended equipment warranties, as well as finances retail revolving charge accounts. Deere & Company was founded in 1837 and is headquartered in Moline, Illinois.",Mr. John C. May II,Industrials,US,Moline,IL,61265,False,True,False,False,2024-12-02
MMC,222.14,0.937,1.0909784107999999e-07,"Marsh & McLennan Companies, Inc.",USD,62709.0,US5717481023,571748102,New York Stock Exchange,NYSE,Insurance - Brokers,"Marsh & McLennan Companies, Inc., a professional services company, provides advice and solutions to clients in the areas of risk, strategy, and people worldwide. It operates in two segments, Risk and Insurance Services, and Consulting. The Risk and Insurance Services segment offers risk management services, such as risk advice, risk transfer, and risk control and mitigation solutions, as well as insurance and reinsurance broking, catastrophe and financial modeling, and related advisory services; and insurance program management services. This segment serves businesses, public entities, insurance companies, associations, professional services organizations, and private clients. The Consulting segment provides health, wealth, and career consulting services and products; and specialized management, as well as economic and brand consulting services. Marsh & McLennan Companies, Inc. was founded in 1871 and is headquartered in New York, New York.",Mr. John Quinlan Doyle,Financial Services,US,New York,NY,10036-2774,False,True,False,False,2024-12-02
MU,96.34,1.179,1.0681601159999999e-07,"Micron Technology, Inc.",USD,723125.0,US5951121038,595112103,NASDAQ Global Select,NASDAQ,Semiconductors,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit. It provides memory and storage technologies comprises DRAM products, which are dynamic random access memory semiconductor devices with low latency that provide high-speed data retrieval; NAND products that are non-volatile and re-writeable semiconductor storage devices; and NOR memory products, which are non-volatile re-writable semiconductor memory devices that provide fast read speeds under the Micron and Crucial brands, as well as through private labels. The company offers memory products for the cloud server, enterprise, client, graphics, and networking markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; other discrete storage products in component and wafers; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",Mr. Sanjay  Mehrotra,Technology,US,Boise,ID,83716-9632,False,True,False,False,2024-12-02
PLD,113.42,1.094,1.050467685e-07,"Prologis, Inc.",USD,1045609.0,US74340W1036,74340W103,New York Stock Exchange,NYSE,REIT - Industrial,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. As of December 31, 2020, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 984 million square feet (91 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 5,500 customers principally across two major categories: business-to-business and retail/online fulfillment.",Mr. Hamid R. Moghadam,Real Estate,US,San Francisco,CA,94111,False,True,False,False,2024-12-02
INTC,24.35,1.026,1.0502155000000001e-07,Intel Corporation,USD,50863.0,US4581401001,458140100,NASDAQ Global Select,NASDAQ,Semiconductors,"Intel Corporation engages in the design, manufacture, and sale of computer products and technologies worldwide. The company operates through CCG, DCG, IOTG, Mobileye, NSG, PSG, and All Other segments. It offers platform products, such as central processing units and chipsets, and system-on-chip and multichip packages; and non-platform or adjacent products, including accelerators, boards and systems, connectivity products, graphics, and memory and storage products. The company also provides high-performance compute solutions for targeted verticals and embedded applications for retail, industrial, and healthcare markets; and solutions for assisted and autonomous driving comprising compute platforms, computer vision and machine learning-based sensing, mapping and localization, driving policy, and active sensors. In addition, it offers workload-optimized platforms and related products for cloud service providers, enterprise and government, and communications service providers. The company serves original equipment manufacturers, original design manufacturers, and cloud service providers. Intel Corporation has a strategic partnership with MILA to develop and apply advances in artificial intelligence methods for enhancing the search in the space of drugs. The company was incorporated in 1968 and is headquartered in Santa Clara, California.",Mr. Patrick P. Gelsinger,Technology,US,Santa Clara,CA,95054-1549,False,True,False,False,2024-12-02
BA,140.19,1.572,1.0480267944e-07,The Boeing Company,USD,12927.0,US0970231058,097023105,New York Stock Exchange,NYSE,Aerospace & Defense,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sales, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through four segments: Commercial Airplanes; Defense, Space & Security; Global Services; and Boeing Capital. The Commercial Airplanes segment provides commercial jet aircraft for passenger and cargo requirements, as well as fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Capital segment offers financing services and manages financing exposure for a portfolio of equipment under operating leases, sales-type/finance leases, notes and other receivables, assets held for sale or re-lease, and investments. The company was incorporated in 1916 and is based in Chicago, Illinois.",Mr. Robert K. Ortberg,Industrials,US,Arlington,VA,22202,False,True,False,False,2024-12-02
RACE,430.99,0.992,1.0476266496300001e-07,Ferrari N.V.,USD,1648416.0,NL0011585146,N3167Y103,New York Stock Exchange,NYSE,Auto - Manufacturers,"Ferrari N.V., through its subsidiaries, designs, engineers, produces, and sells luxury performance sports cars. The company offers sports, GT, and special series cars; limited edition hyper cars; one-off and track cars; and Icona cars. It also provides racing cars, and spare parts and engines, as well as after sales, repair, maintenance, and restoration services for cars. In addition, the company licenses its Ferrari brand to various producers and retailers of luxury and lifestyle goods; Ferrari World, a theme park in Abu Dhabi, the United Arab Emirates; and Ferrari Land Portaventura, a theme park in Europe. Further, it provides direct or indirect finance and leasing services to retail clients and dealers; manages racetracks, as well as owns and manages two museums in Maranello and Modena, Italy; and develops and sells a line of apparel and accessories through its monobrand stores. As of December 31, 2021, it had a total of 30 retail Ferrari stores, including 14 franchised stores and 16 owned stores. The company also sells its products through a network of 172 authorized dealers operating 191 points of sale worldwide, as well as through its website, store.ferrari.com. Ferrari N.V. was founded in 1947 and is headquartered in Maranello, Italy.",Mr. Benedetto  Vigna,Consumer Cyclical,IT,Maranello,MO,41053,False,True,False,False,2024-12-02
RIO,60.98,0.617,1.03967625191e-07,Rio Tinto Group,USD,863064.0,US7672041008,767204100,New York Stock Exchange,NYSE,Industrial Materials,"Rio Tinto Group engages in exploring, mining, and processing mineral resources worldwide. The company offers aluminum, copper, diamonds, gold, borates, titanium dioxide, salt, iron ore, and lithium. It also owns and operates open pit and underground mines, mills, refineries, smelters, power stations, and research and service facilities. Rio Tinto Group was founded in 1873 and is headquartered in London, the United Kingdom.",Mr. Jakob  Stausholm M.S.,Basic Materials,GB,London,,SW1Y 4AD,False,True,True,False,2024-12-02
IBN,29.46,0.829,1.0392250679999999e-07,ICICI Bank Limited,USD,1103838.0,US45104G1040,45104G104,New York Stock Exchange,NYSE,Banks - Regional,"ICICI Bank Limited provides various banking products and services in India and internationally. It operates through Retail Banking, Wholesale Banking, Treasury, Other Banking, Life Insurance, and Others segments. The company offers savings, salary, pension, current, and other accounts; and time, fixed, recurring, and security deposits services. It also provides home, car, two-wheeler, personal, gold, and commercial business loans, as well as loans against securities and other loans; business loans, including working capital finance, term loans, collateral free loans, loans without financials, finance for importers and exporters, and overdraft facilities, as well as loans for new entities and card swipes; and credit, debit, prepaid, travel, forex, and corporate cards. In addition, the company offers pockets wallet; fixed income products; investment products, such as mutual funds, gold monetization schemes, initial public offerings, and other online investment services; and agri and rural business, farmer finance, tractor loans, and micro banking services, as well as other services to agri corporates. Further, it provides portfolio management, trade, foreign exchange, locker, private and NRI banking, and cash management services; family wealth and demat accounts; commercial and investment banking, capital market, custodial, and institutional banking services; health, personal accident, fire, and motor insurance, as well as distributes general and life insurance products; and Internet, mobile, and phone banking services. Additionally, the company offers securities investment, broking, trading, and underwriting services; and merchant banking, trusteeship, housing finance, pension fund management, asset management, investment advisory, points of presence, and private equity/venture capital fund management services. ICICI Bank Limited was founded in 1955 and is headquartered in Mumbai, India.",Mr. Sandeep  Bakhshi B.E.,Financial Services,IN,Mumbai,,400051,False,True,True,False,2024-12-02
ADI,206.35,1.078,1.0245133055e-07,"Analog Devices, Inc.",USD,6281.0,US0326541051,032654105,NASDAQ Global Select,NASDAQ,Semiconductors,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems that leverage analog, mixed-signal, and digital signal processing technologies. The company provides data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; power management and reference products for power conversion, driver monitoring, sequencing, and energy management applications in the automotive, communications, industrial, and high-end consumer markets; and power ICs include performance, integration, and software design simulation tools for accurate power supply designs. It also offers high-performance amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure; and microelectromechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes for sense rotation, inertial measurement units to sense multiple degrees of freedom, and broadband switches for radio and instrument systems, as well as isolators. In addition, the company offers digital signal processing and system products for high-speed numeric calculations. It serves clients in the industrial, automotive, consumer, instrumentation, aerospace, and communications markets through a direct sales force, third-party distributors, and independent sales representatives in the United States, the rest of North and South America, Europe, Japan, China, and rest of Asia, as well as through its Website. Analog Devices, Inc. was incorporated in 1965 and is headquartered in Wilmington, Massachusetts.",Mr. Vincent T. Roche,Technology,US,Wilmington,MA,01887,False,True,False,False,2024-12-02
UBS,31.63,0.995,1.0076396905900001e-07,UBS Group AG,USD,1610520.0,CH0244767585,H42097107,New York Stock Exchange,NYSE,Banks - Diversified,"UBS Group AG provides financial advice and solutions to private, institutional, and corporate clients worldwide. It operates through four divisions: Global Wealth Management, Personal & Corporate Banking, Asset Management, and Investment Bank. The Global Wealth Management division offers investment advice and solutions, and lending solutions to ultra high net worth and high net worth clients. This segment also provides estate and wealth planning, investing, philanthropy, corporate and banking, and family advisory services, as well as mortgage, securities-based, and structured lending solutions. The Personal & Corporate Banking division provides personal banking products and services, such as deposits, cards, and online and mobile banking, as well as lending, investments, and retirement services; and corporate and institutional solutions, including equity and debt capital markets, syndicated and structured credit, private placements, leasing, traditional financing, trade and export finance, and global custody solutions, as well as transaction banking solutions for payment and cash management. The Asset Management division offers equities, fixed income, hedge funds, real estate and private markets, indexed and alternative beta strategies, asset allocation and currency investment strategies, customized multi-asset solutions, advisory and fiduciary services, and multi-manager hedge fund solutions and advisory services. The Investment Bank division advises clients on strategic business opportunities and helps them raise capital to fund their activities; enables its clients to buy, sell, and finance securities on capital markets and to manage their risks and liquidity; and offers clients differentiated content on major financial markets and securities. The company was formerly known as UBS AG and changed its name to UBS Group AG in December 2014. UBS Group AG was founded in 1862 and is based in Zurich, Switzerland.",Mr. Sergio P. Ermotti,Financial Services,CH,Zurich,,8001,False,True,True,False,2024-12-02
