symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,exchange,volume,avgVolume,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
GNVC,163741,,,,,,,,0.0,0.0,0.0,NASDAQ,0.0,0.0,,,,0.0,2017-03-31T00:00:00.000+0000,0.0,1561759658
GNXIX,AlphaCentric Robotics and Automation Fund Class I,13.59,-1.4503,-0.2,13.59,13.59,13.97,13.59,0.012899329,12.4096,12.11315,NASDAQ,0.0,0.0,13.59,13.79,0.0,,,949178.0,1733274035
GO,Grocery Outlet Holding Corp.,19.8,-0.9009,-0.18,19.78,20.15,29.8,13.6,1.92330072,17.2612,21.2291,NASDAQ,1327541.0,2187365.0,19.84,19.98,0.51,38.82,2025-02-25T05:00:00.000+0000,97136400.0,1733259601
GOBI,Gobi Acquisition Corp.,10.0,-0.0499762,-0.00500011,10.0,10.0,,,0.0,,,NASDAQ,259.0,,10.0,10.005,,0.0,2022-08-15T04:00:00.000+0000,0.0,1659123044
GOCO,"GoHealth, Inc.",12.0,-3.6918,-0.46,11.8696,12.5399,16.44,7.27,0.1215672,10.8973,10.543725,NASDAQ,25668.0,22274.0,12.11,12.46,-3.29,-3.65,2025-03-13T04:00:00.000+0000,10130600.0,1733259601
GODN,Golden Star Acquisition Corporation,11.24,0.0,0.0,11.24,11.24,12.9,8.8,0.050962396,11.0938,10.84545,NASDAQ,6.0,7968.0,11.24,11.24,-1.16,-9.69,,4534021.0,1732897930
GODNU,Golden Star Acquisition Corporation,11.49,0.0,0.0,11.49,11.9,13.95,10.5,0.050849041,11.4338,11.31829,NASDAQ,2441.0,969.0,11.9,11.49,,,,4425504.0,1732568400
GOEV,Canoo Inc.,0.3566,-3.8814,-0.0144,0.3301,0.3694,7.084,0.3301,0.034512176,0.75092,1.85331,NASDAQ,6193048.0,5404441.0,0.3694,0.371,-1.67,-0.21,2025-03-26T12:00:00.000+0000,96781200.0,1733259601
GOEVW,Canoo Holdings Ltd.,0.0222,5.7143,0.0012,0.0183,0.028,0.028,0.0183,0.034656935,0.0,0.0,NASDAQ,283794.0,0.0,0.022999,0.021,0.0,,2023-03-31T00:00:00.000+0000,1561122826.0,1733259600
GOFXX,Money Market Obligations Trust - Federated Government Obligations Fund,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,NASDAQ,0.0,0.0,,,,,,0.0,1733274074
GOGIX,John Hancock Funds III International Growth Fund Class I,28.31,0.6399,0.18,28.31,28.31,28.99,24.01,5.511301652,27.9374,27.06895,NASDAQ,0.0,0.0,28.31,28.13,0.0,,,194676851.0,1733274099
GOGL,Golden Ocean Group Limited,9.95,1.2208,0.12,9.83,9.9594,15.77,8.42,1.9902786,11.6838,12.69395,NASDAQ,1497129.0,1436117.0,9.91,9.83,1.21,8.22,2025-02-26T05:00:00.000+0000,200028000.0,1733259601
GOGO,Gogo Inc.,7.405,-8.5802,-0.695,7.31,8.075,11.17,6.17,0.931393495,7.288,8.4699,NASDAQ,2529552.0,1303228.0,7.97,8.1,0.43,17.22,2025-02-26T05:00:00.000+0000,125779000.0,1733259601
GOIGX,"John Hancock Fds III, International Growth Fund Class A",28.04,0.61,0.17,28.04,28.04,28.73,23.84,5.509663636,27.6822,26.84485,NASDAQ,0.0,0.0,28.04,27.87,0.0,,,196492997.0,1733274099
GOIXX,Money Market Obligations Trust - Federated Government Obligations Fund,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,NASDAQ,0.0,0.0,,,,,,0.0,1733274074
GOLDX,"Gabelli Gold Fund, Inc. Class AAA",22.38,1.8662,0.41,22.38,22.38,25.31,15.03,0.368507916,23.0194,20.46395,NASDAQ,0.0,0.0,22.38,21.97,0.0,,,16465948.0,1733274099
GOOD,Gladstone Commercial Corporation,17.33,-1.0845,-0.19,17.2,17.57,17.88,11.89,0.761121469,16.4906,14.70885,NASDAQ,192407.0,235503.0,17.5,17.52,0.21,82.52,2025-02-19T05:00:00.000+0000,43919300.0,1733259601
GOODM,Gladstone Commercial Corporation,25.01,0.04000092,0.01000023,25.0,25.02,26.9,24.21,0.0,25.05651,25.219734,NASDAQ,9808.0,16323.0,25.01,25.0,0.024,1042.0833333333333,,0.0,0
GOODN,Gladstone Commercial Corporation,24.05,0.2501,0.06,23.91,24.05,24.91,20.01,0.776995567,23.78522,22.920534,NASDAQ,3413.0,6280.0,24.05,23.99,-0.034,-707.35,2025-02-19T21:00:00.000+0000,32074453.0,1733259600
GOODO,Gladstone Commercial Corporation,21.715,0.5324,0.115,21.58,21.8,22.419,18.21,0.775364194,21.74672,20.478735,NASDAQ,5101.0,8473.0,21.6887,21.6,0.029,748.79,2025-02-19T21:00:00.000+0000,35023913.0,1733259600
GOOG,Alphabet Inc.,173.02,0.0231,0.04,172.51,174.3,193.31,129.73,2107.942092296,170.0186,166.03735,NASDAQ,13213005.0,17803012.0,173.03,172.98,7.54,22.95,2025-01-28T21:00:00.000+0000,12172750479.0,1733259601
GOOGL,Alphabet Inc.,171.34,-0.0875,-0.15,170.85,172.68,191.75,128.25,2106.015868978,168.5076,164.57495,NASDAQ,19897503.0,25662733.0,171.5968,171.49,7.55,22.69,2025-01-28T21:00:00.000+0000,12291443148.0,1733259601
GOPIX,Aberdeen China A Share Equity Fund Institutional Class,22.39,-0.1783,-0.04,22.39,22.39,26.35,18.21,0.013988981,23.1464,20.8201,NASDAQ,0.0,0.0,22.39,22.43,3.206,6.98,,624787.0,1733274035
GORV,"Lazydays Holdings, Inc.",1.02,0.9901,0.01,0.99,1.04,8.15,0.791,0.014474514,1.19778,2.68677,NASDAQ,70347.0,314657.0,1.02,1.01,-14.21,-0.07,2025-03-06T13:00:00.000+0000,14190700.0,1733259601
GOSS,"Gossamer Bio, Inc.",0.7,-4.0833,-0.0298,0.6901,0.731,1.6,0.499,0.1586228,0.8876,0.92884,NASDAQ,624052.0,935868.0,0.731,0.7298,-0.25,-2.8,2025-03-04T05:00:00.000+0000,226604000.0,1733259601
GOVI,Invesco Equal Weight 0-30 Years Treasury ETF,28.04,-0.4968,-0.14,28.03,28.21,29.74,26.59,1.184916255,28.1392,28.03335,NASDAQ,91326.0,456574.0,28.21,28.18,,,,42258069.0,1733259600
GOVX,"GeoVax Labs, Inc.",2.35,-7.1146,-0.18,2.32,2.515,11.18,1.09,0.022174765,2.3296,2.4463,NASDAQ,544413.0,1780947.0,2.5,2.53,-8.39,-0.28,2025-02-26T21:00:00.000+0000,9436070.0,1733259601
GOVXW,"GeoVax Labs, Inc.",0.1156,0.2602,0.0003,0.1156,0.1226,0.1226,0.1156,0.024954398,0.0,0.0,NASDAQ,2054.0,0.0,0.1226,0.1153,0.0,,2023-03-31T00:00:00.000+0000,206873977.0,1733259600
GOWLX,Green Owl Intrinsic Value Fund,16.09,-0.4947,-0.08,16.09,16.09,18.58,16.07,0.080288633,17.655,17.655,NASDAQ,0.0,0.0,16.09,16.17,0.0,,,4989971.0,1701738026
GP,GreenPower Motor Company Inc.,0.945,-2.6074,-0.0253,0.9224,0.99,3.42,0.7,0.027869184,1.11898,1.34278,NASDAQ,74579.0,295357.0,0.979,0.9703,-0.85,-1.11,2025-02-10T05:00:00.000+0000,29491200.0,1733259601
GPAC,Global Partner Acquisition Corp II,9.74,-21.4516,-2.66,8.91,12.3,15.32,8.91,0.089555209,11.295864,11.134315,NASDAQ,10265.0,3330.0,11.51,12.4,-0.31,-31.419354838709676,2024-08-13T20:00:00.000+0000,9194580.0,1720468800
GPACU,Global Partner Acquisition Corp II,10.03,-6.3492,-0.68,10.03,11.78,11.85,10.03,0.089555202,11.313,11.112049,NASDAQ,686.0,61.0,11.78,10.71,0.18,55.72222222222222,2024-08-13T20:00:00.000+0000,8928734.0,1720468800
GPACW,Global Partner Acquisition Corp II,0.21,10.5845,0.0201,0.1651,0.22,0.22,0.1651,0.089555209,0.0,0.0,NASDAQ,47616.0,0.0,0.18,0.1899,0.0,0.0,2023-03-31T00:00:00.000+0000,426453376.0,1720468800
GPAK,Gamer Pakistan Inc. Common Stock,0.0102,0.0,0.0,0.0102,0.0102,0.6719,0.0004,0.000260909,0.014496,0.13290875,NASDAQ,17100.0,16081.0,0.0102,,-0.13,-0.08,2024-03-11T04:00:00.000+0000,25579300.0,1733169600
GPANX,Grant Park Multi Alternative Strategies Fund Cl N,10.59,0.0,0.0,10.59,10.59,11.02,10.18,0.363099775,10.6034,10.6266,NASDAQ,0.0,0.0,10.59,10.59,0.0,,,34287042.0,1733274035
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,10.14,0.1976,0.02,10.13,10.14,10.155,9.98,0.36440625,10.07972,10.046879,NASDAQ,90746.0,75873.0,10.13,10.12,0.15,67.6,,35937500.0,1733259600
GPATU,GP-Act III Acquisition Corp.,10.19,0.0,0.0,10.19,10.19,11.99,10.02,0.364142829,10.23108,10.123874,NASDAQ,402.0,1706.0,10.19,10.19,,,,35735312.0,1733259600
GPATW,GP-Act III Acquisition Corp. Warrants,0.1201,0.0833,0.0001,0.12,0.1214,0.1214,0.12,0.004291811,0.0,0.0,NASDAQ,37508.0,0.0,0.1214,0.12,,,,35735312.0,1733259600
GPCO,Golden Path Acquisition Corporation,8.41,-11.099367,-1.0500002,8.24,11.36,,,0.42732892,,,NASDAQ,1313085.0,,9.36,9.46,1.99,4.226130653266332,,50812000.0,1663560000
GPCOR,Golden Path Acquisition Corporation,0.9,8.4337,0.07,0.771,0.935,0.935,0.771,0.044786355,0.0,0.0,NASDAQ,206467.0,0.0,0.8,0.83,,0.0,,49762617.0,1726603200
GPCOU,Golden Path Acquisition Corporation,9.82,-10.646,-1.17,9.82,10.88,10.88,9.82,0.047457094,0.0,0.0,NASDAQ,444.0,0.0,10.88,10.99,-0.161,-60.993788819875775,,4832698.0,1726603200
GPCOW,Golden Path Acquisition Corporation,0.11,-7.949788,-0.0095,0.1,0.115,0.115,0.1,0.0,0.0,0.0,NASDAQ,10635.0,0.0,0.11,0.1195,,0.0,,0.0,1663560000
GPCR,Structure Therapeutics Inc.,33.25,-2.033,-0.69,32.97,34.19,64.45,26.61,1.9036955,38.2162,39.39265,NASDAQ,835326.0,749020.0,33.89,33.94,-2.16,-15.39,2025-03-27T12:00:00.000+0000,57254000.0,1733259601
GPIQ,Goldman Sachs Nasdaq 100 Core Premium Income ETF,49.37,0.2453,0.1208,49.1515,49.39,49.81,42.01,0.245063596,48.2172,46.808,NASDAQ,80989.0,68780.0,49.3,49.2492,,,,4963816.0,1733259601
GPIX,Goldman Sachs S&P 500 Core Premium Income ETF,50.38,0.0161,0.0081,50.26,50.3846,50.82,42.58,0.256894119,49.3842,47.412273,NASDAQ,118518.0,68276.0,50.3,50.3719,,,,5099129.0,1733259601
GPP,Green Plains Partners LP,12.31,-0.5252,-0.065,12.16,12.57,16.25,11.721,0.286389688,12.9373,13.2551,NASDAQ,257116.0,100133.0,12.49,12.375,1.62,7.598765432098765,2024-02-06T13:30:00.000+0000,23264800.0,1704747601
GPRE,Green Plains Inc.,10.64,-6.338,-0.72,10.63,11.49,28.5,10.36,0.687888768,11.9854,16.47505,NASDAQ,767597.0,1077526.0,11.33,11.36,-0.31,-34.32,2025-02-05T05:00:00.000+0000,64651200.0,1733259601
GPRF,Goldman Sachs Access U.S. Preferred Stock and Hybrid Securities ETF,51.335,-0.2429,-0.125,51.335,51.396,53.26,49.84,0.095214721,51.83374,51.523037,NASDAQ,121.0,4793.0,51.396,51.46,,,,1854772.0,1733259600
GPRIX,Grandeur Peak Global Reach Fund,16.83,0.298,0.05,16.83,16.83,17.27,15.07,0.188349007,16.7984,16.2264,NASDAQ,0.0,0.0,16.83,16.78,0.0,,,11191266.0,1733274035
GPRO,"GoPro, Inc.",1.25,0.0,0.0,1.21,1.25,3.8,1.12,0.196749233,1.3154,1.584125,NASDAQ,1400754.0,1382507.0,1.23,1.25,-2.61,-0.48,2025-02-05T05:00:00.000+0000,157399386.0,1733259601
GQETX,GMO Quality Fund,35.18,0.0853,0.03,35.18,35.18,35.18,28.13,9.516543066,34.5646,32.9026,NASDAQ,0.0,0.0,35.18,35.15,6.491,5.42,,270510036.0,1733274099
GQGPX,GQG PARTNERS EMERGING MARKETS EQUITY FUND Investor Shares,17.0,0.9501,0.16,17.0,17.0,18.93,15.63,22.730146599,17.5024,17.6803,NASDAQ,0.0,0.0,17.0,16.84,0.0,,,1337067447.0,1733274035
GQLIX,GMO Quality Fund,35.05,0.1143,0.04,35.05,35.05,35.05,28.05,10.50479344,34.4362,32.78755,NASDAQ,0.0,0.0,35.05,35.01,6.491,5.4,,299708800.0,1733274035
GRAB,Grab Holdings Limited,5.29,2.1236,0.11,5.15,5.33,5.72,2.9,20.32418,4.246,3.607925,NASDAQ,37920466.0,35065085.0,5.18,5.18,-0.02,-264.5,2025-02-20T12:00:00.000+0000,3842000000.0,1733259601
GRABW,Grab Holdings Limited,0.4781,-8.3924,-0.0438,0.461,0.5273,0.55,0.128,19.621677217,0.3188,0.219485,NASDAQ,97616.0,52130.0,0.5273,0.5219,-12.726,-0.04,,40583142857.0,1733259600
GRAL,"GRAIL, LLC",19.36,3.3636,0.63,18.16,19.44,23.36,12.33,0.650510965,14.3871,15.026875,NASDAQ,1161837.0,718644.0,18.635,18.73,-58.29,-0.33,2025-02-26T12:00:00.000+0000,33600773.0,1733259601
GRALV,"GRAIL, Inc. Common Stock",18.63,8.1882,1.41,17.9219,19.49,23.36,12.51,0.579393,15.9366665,15.9366665,NASDAQ,606404.0,2374579.0,18.24,17.22,,0.0,,31100000.0,1719259201
GRAY,"Graybug Vision, Inc.",5.5,-10.7954,-0.6656,5.02,6.0,20.3,4.88,0.1209835,8.54684,11.51013,NASDAQ,24628.0,5277.0,5.55,6.1656,-20.63,-0.2666020358700921,2023-08-09T11:30:00.000+0000,21997000.0,1679342405
GRCE,,3.4,3.0303,0.1,3.23,3.4499,3.6,1.98,0.03447566,3.1802,3.0034,NASDAQ,90229.0,38411.0,3.37,3.3,-1.29,-2.64,2025-02-10T05:00:00.000+0000,10139900.0,1733259601
GRCL,Gracell Biotechnologies Inc.,10.25,0.0488,0.005,10.17,10.28,10.435,1.4,0.9898671,9.1301,5.012075,NASDAQ,6373187.0,1464475.0,10.26,10.245,-0.97,-10.56701030927835,2024-03-11T00:00:00.000+0000,96572400.0,1708549201
GRCY,Greencity Acquisition Corporation,11.2,0.0,0.0,11.2,11.2,12.76,10.49,0.01640856,11.2496,10.873697,NASDAQ,8836.0,9710.0,11.23,11.2,0.13,86.15384615384616,,1465050.0,1685563204
GRCYU,Greencity Acquisition Corporation,11.46,0.0,0.0,11.46,11.46,12.1,9.965,0.03964014,11.3891,10.845566,NASDAQ,0.0,153.0,11.61,11.46,0.121,94.7107438016529,,3459000.0,1682535756
GRCYW,Greencity Acquisition Corporation,0.0162,0.0,0.0,0.0162,0.0162,0.0162,0.0162,0.01640856,0.0,0.0,NASDAQ,1000.0,0.0,0.309,0.0162,0.0,0.0,,1012874074.0,1685560633
GRDI,GRIID Infrastructure Inc. Common Stock,0.9601,0.0,0.0,0.95,0.9601,9.66,0.56,0.068069746,0.8730592,1.247649,NASDAQ,106234.0,51464.0,0.95,0.9601,0.3,3.2,2024-05-15T00:00:00.000+0000,70898600.0,1730318402
GRDIW,GRIID Infrastructure Inc. Warrant,0.024,0.0,0.0,0.024,0.0299,0.0299,0.024,0.001569964,0.0,0.0,NASDAQ,89741.0,0.0,0.0299,0.024,,,,65415178.0,1730318400
GREE,Greenidge Generation Holdings Inc.,2.3,0.0,0.0,2.19,2.37,9.26,1.62,0.026303775,2.2324,2.6467,NASDAQ,402413.0,1113392.0,2.23,2.3,-0.93,-2.47,2025-03-28T12:00:00.000+0000,11436424.0,1733259601
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,10.65,2.8985,0.3,10.425,10.65,13.0,7.48,0.028001118,9.37932,9.770665,NASDAQ,2023.0,7984.0,10.43,10.35,0.0,,2023-03-31T00:00:00.000+0000,2509207.0,1733259600
GRFS,"Grifols, S.A.",7.23,1.4025,0.1,7.0,7.28,12.15,5.3,5.728779487,8.74,7.74405,NASDAQ,1996793.0,969952.0,7.03,7.13,0.25,28.92,2025-02-26T07:30:00.000+0000,792362308.0,1733259601
GRI,"GRI Bio, Inc.",0.668,2.3284,0.0152,0.6169,0.6697,65.0,0.302,0.005967491,0.65992,3.556765,NASDAQ,143488.0,4425607.0,0.64,0.6528,77.53,0.01,2025-02-26T12:00:00.000+0000,8933370.0,1733259601
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund,125.8,-0.2142,-0.27,125.39,126.12,129.02,97.0,1.876016402,125.3516,118.5656,NASDAQ,237595.0,118547.0,126.05,126.07,3.9769053,31.63,,14912690.0,1733259600
GRIFX,Apollo Diversified Real Estate Fund,26.52,-0.1882,-0.05,26.52,26.52,26.93,24.63,0.0,26.4048,25.7174,NASDAQ,0.0,0.0,26.52,26.57,,,,0.0,1733274035
GRIL,"Muscle Maker, Inc.",1.32,4.7619,0.06,1.27,1.3698,1.5989,0.3,0.054189304,1.201,1.044611,NASDAQ,927996.0,433583.0,1.29,1.26,-0.25,-5.28,2023-08-09T00:00:00.000+0000,41052503.0,1690401601
GRIN,Grindrod Shipping Holdings Ltd.,14.2,-0.1407,-0.02,14.18,14.225,14.8999,7.35,0.27953552,14.1343,11.986836,NASDAQ,24528.0,12886.0,14.22,14.22,-0.49,-28.979591836734695,2024-09-03T00:00:00.000+0000,19685600.0,1723752001
GRISX,Nationwide S&P 500 Index Fund Institutional Service Class,28.9,0.0346,0.01,28.9,28.9,28.9,21.78,1.591332318,27.9016,26.06185,NASDAQ,0.0,0.0,28.9,28.89,0.0,,,55063402.0,1733274099
GRMAX,Nationwide S&P 500 Index Fund,28.66,0.0698,0.02,28.66,28.66,28.66,21.6,1.591892559,27.6664,25.84405,NASDAQ,0.0,0.0,28.66,28.64,0.0,,,55544053.0,1733274099
GRMCX,Nationwide S&P 500 Index Fund Class C,22.85,0.0876,0.02,22.85,22.85,22.98,18.6,1.493494257,22.022,20.55865,NASDAQ,0.0,0.0,22.85,22.83,0.0,,,65360799.0,1707954323
GRMIX,Nationwide S&P 500 Index Fund,29.01,0.0345,0.01,29.01,29.01,29.01,21.86,1.591330234,27.9994,26.15295,NASDAQ,0.0,0.0,29.01,29.0,0.0,,,54854541.0,1733274099
GRNA,GreenLight Biosciences Holdings,0.2995,-0.0334,-0.0001,0.2993,0.304,5.9,0.177,0.045428456,0.26908,0.853885,NASDAQ,143167.0,684804.0,0.2995,0.2996,-1.12,-0.2674107142857143,2023-08-14T00:00:00.000+0000,151680988.0,1689969601
GRNAW,GreenLight Biosciences Holdings,0.022,8.9109,0.0018,0.022,0.022,0.022,0.022,0.0,0.0,0.0,NASDAQ,550.0,0.0,0.0176,0.0202,0.0,0.0,2023-03-31T00:00:00.000+0000,0.0,1689955829
GRNQ,Greenpro Capital Corp.,1.03,0.9804,0.01,0.97,1.0417,1.878,0.801,0.007803084,0.9546,1.114685,NASDAQ,44634.0,31400.0,1.01,1.02,-0.86,-1.2,2024-11-13T13:30:00.000+0000,7575810.0,1733259600
GRNR,Global X Green Building ETF,22.83,0.4842,0.11,22.83,22.83,23.8974,18.665,0.0,23.036594,21.484655,NASDAQ,51.0,273.0,22.83,22.72,1.4234985,16.04,,0.0,1707843341
GRNV,GreenVision Acquisition Corp.,12.95,-6.374491,-0.8817005,12.83,13.91,25.3,7.7001,3.790387352,10.050165,10.164412,NASDAQ,4257516.0,98260.0,9.15,13.8317,-0.217,-59.67741935483871,,292694004.0,1629086400
GRNVR,GreenVision Acquisition Corp.,1.34,94.2029,0.65000004,0.8,1.84,1.84,0.8,0.0,0.0,0.0,NASDAQ,4948670.0,0.0,0.8,0.69,,0.0,,0.0,0
GRNVU,GreenVision Acquisition Corp.,15.64,56.4,5.6400003,10.99,24.57,103.0,10.0,0.0,12.069283,11.706539,NASDAQ,42693.0,1092.0,11.78,10.0,-0.217,-72.07373271889401,,0.0,0
GRNVW,GreenVision Acquisition Corp.,1.2,84.615395,0.5500001,0.7188,1.94,1.94,0.7188,0.0,0.0,0.0,NASDAQ,4589400.0,0.0,0.7999,0.65,,0.0,,0.0,1629086400
GROM,"Grom Social Enterprises, Inc.",0.0004,0.0,0.0,0.0004,0.0004,1.61,0.0001,6.315e-06,0.009846,0.3557009,NASDAQ,361.0,26883.0,0.0004,0.0004,-8.46,0.0,2024-12-02T21:00:00.000+0000,15787500.0,1733244028
GROMW,"Grom Social Enterprises, Inc.",0.0005,-76.1905,-0.0016,0.0005,0.0052,0.0052,0.0005,2.634e-06,0.0,0.0,NASDAQ,41551.0,0.0,0.0052,0.0021,0.0,,2023-03-31T00:00:00.000+0000,5268852.0,1729010114
GROW,"U.S. Global Investors, Inc.",2.42,0.0,0.0,2.42,2.4628,3.05,2.38,0.032732291,2.4708,2.5933,NASDAQ,7171.0,48239.0,2.44,2.42,0.12,20.17,2025-02-06T10:59:00.000+0000,13525740.0,1733259600
GRPH,"Graphite Bio, Inc.",3.18,-2.7523,-0.09,3.05,3.2316,29.82,3.05,0.185193342,21.296799,18.24375,NASDAQ,299406.0,40955.0,3.2,3.27,-15.33,-0.20743639921722112,2024-03-25T04:00:00.000+0000,58236900.0,1711051201
GRPN,"Groupon, Inc.",9.51,-0.4188,-0.04,9.22,9.59,19.56,7.75,0.378191778,10.0156,13.1231,NASDAQ,579782.0,1431376.0,9.54,9.55,0.69,13.78,2025-02-19T12:00:00.000+0000,39767800.0,1733259601
GRRR,Gorilla Technology Group Inc.,6.89,-6.1308,-0.45,6.4,7.3,13.0,2.09,0.07655745,4.42,4.7714,NASDAQ,1576577.0,900915.0,7.21,7.34,2.85,2.42,2025-04-08T12:00:00.000+0000,11111386.0,1733259601
GRRRW,Gorilla Technology Group Inc.,0.0831,-15.2041,-0.0149,0.0801,0.11,0.11,0.0801,0.075304823,0.0,0.0,NASDAQ,635210.0,0.0,0.1,0.098,0.0,,,794690128.0,1733259600
GRSPX,Greenspring Fund Inc.,28.45,-0.5245,-0.15,28.45,28.45,28.67,21.77,0.125716823,27.1462,25.67275,NASDAQ,0.0,0.0,28.45,28.6,0.0,,,4418869.0,1733274099
GRSVU,"Gores Holdings V, Inc.",11.39,3.35753,0.37,11.39,11.39,12.44,9.28,6.806378977,10.496293,10.608382,NASDAQ,100.0,24788.0,11.39,11.02,,0.0,,597574976.0,1601524800
GRTS,"Gritstone bio, Inc.",0.0322,-31.7797,-0.015,0.031,0.0403,3.17,0.03,0.00380311,0.4026,1.16845,NASDAQ,55246959.0,17011671.0,0.04,0.0472,-1.09,-0.029541284403669724,2024-11-06T00:00:00.000+0000,118109000.0,1729540801
GRTX,"Galera Therapeutics, Inc.",0.034,1.1905,0.0004,0.0331,0.034,0.29,0.03,0.001849335,0.05738,0.124115,NASDAQ,10391.0,154287.0,0.0331,0.0336,-0.51,-0.07,2024-12-05T13:30:00.000+0000,54392200.0,1733256000
GRUB,Just Eat Takeaway.com N.V.,6.72,0.0,0.0,5.79,7.32,36.0,5.57,0.0,8.5496,13.71535,NASDAQ,9442974.0,2562133.0,6.17,6.72,0.0,0.0,2022-03-02T05:00:00.000+0000,0.0,0
GRVI,"Upexi, Inc.",4.95,7.608694,0.3499999,4.59,4.99,,,0.088905465,,,NASDAQ,30412.0,,4.6,4.6,0.19,26.05263157894737,2022-05-16T04:00:00.000+0000,17960700.0,1660881600
GRVY,"Gravity Co., Ltd.",66.41,-1.0431,-0.7,64.4201,67.325,88.85,57.37,0.461476449,63.3244,69.98085,NASDAQ,51949.0,31758.0,67.0,67.11,8.6,7.72,2025-02-12T13:30:00.000+0000,6948900.0,1733259601
GRWG,GrowGeneration Corp.,2.01,-3.3654,-0.07,2.01,2.1,3.38,1.552,0.119081445,1.9955,2.239575,NASDAQ,583532.0,541626.0,2.09,2.08,-0.88,-2.28,2025-03-11T10:00:00.000+0000,59244500.0,1733259601
GRYP,"Gryphon Digital Mining, Inc.",0.6741,-3.0212,-0.021,0.65,0.6975,10.3,0.383,0.034924312,0.63806,1.10955,NASDAQ,363034.0,686339.0,0.6975,0.6951,-0.31,-2.17,2025-03-26T12:00:00.000+0000,51808800.0,1733259601
GSAQ,Global Synergy Acquisition Corp.,10.0,0.0,0.0,10.0,10.0,10.0,9.69,0.0,9.95617,9.901515,NASDAQ,115.0,25792.0,10.0,10.0,0.15,66.66666666666667,,0.0,0
GSAQU,Global Synergy Acquisition Corp.,9.99,0.0,0.0,9.99,9.99,10.15,9.9,0.0,9.9606,10.014906,NASDAQ,100.0,12832.0,9.99,9.99,0.178,56.12359550561798,,0.0,0
GSAQW,Global Synergy Acquisition Corp.,0.0106,5.999999,0.0006,0.003,0.0106,0.0106,0.003,0.0,0.0,0.0,NASDAQ,58044.0,0.0,0.621,0.01,,0.0,,0.0,0
GSBC,"Great Southern Bancorp, Inc.",63.63,-1.1189,-0.72,63.16,64.15,68.02,48.19,0.742867524,59.3314,55.7297,NASDAQ,17285.0,24574.0,64.12,64.35,5.08,12.53,2025-01-20T21:00:00.000+0000,11674800.0,1733259601
GSDWU,"Global System Dynamics, Inc.",10.86,-6.0554,-0.7,9.47,10.86,11.56,9.47,0.0,11.2624,10.791315,NASDAQ,269.0,112.0,9.47,11.56,0.0,0.0,,0.0,1693322079
GSDWW,"Global System Dynamics, Inc.",0.0099,560.0,0.0084,0.0015,0.0099,0.0099,0.0015,0.0,0.0,0.0,NASDAQ,11110.0,0.0,0.0015,0.0015,0.0,0.0,,0.0,1726603200
GSEV,"Gores Holdings VII, Inc.",10.0,0.0,0.0,9.99,10.01,10.01,9.71,0.0,9.9591,9.850117,NASDAQ,572296.0,458746.0,9.99,10.0,0.2,50.0,,0.0,1671138005
GSEVU,"Gores Holdings VII, Inc.",9.99,-0.1998,-0.02,9.99,10.02,10.02,9.69,0.0,9.952254,9.88262,NASDAQ,6860.0,8420.0,10.02,10.01,-0.629,-15.882352941176471,,0.0,1671136713
GSEVW,"Gores Holdings VII, Inc.",0.0006,0.0,0.0,0.0006,0.0006,0.0006,0.0006,0.0,0.0,0.0,NASDAQ,30002.0,0.0,1.3001,0.0006,0.0,0.0,,0.0,1671137882
GSHD,"Goosehead Insurance, Inc",125.64,1.741,2.15,121.85,125.85,130.39,50.47,3.064723956,105.0545,78.78397,NASDAQ,204630.0,255844.0,123.0,123.49,0.7,179.49,2025-02-19T05:00:00.000+0000,24392900.0,1733259601
GSHIX,Goldman Sachs High Yield Instl,5.69,0.0,0.0,5.69,5.69,5.74,5.47,2.684115199,5.6862,5.61415,NASDAQ,0.0,0.0,5.69,5.69,0.626,9.09,,471724991.0,1733274099
GSIB,Themes Global Systemically Important Banks ETF,33.7695,0.6543,0.2195,33.7695,33.925,34.3,24.198,0.002261071,32.40372,29.74859,NASDAQ,140.0,1860.0,33.925,33.55,,,,66956.0,1733259600
GSINX,Goldman Sachs GQG Partners International Opportunities Fund,21.95,0.5037,0.11,21.95,21.95,23.8,19.13,48.850430802,22.4578,22.6616,NASDAQ,0.0,0.0,21.95,21.84,,,,2225532155.0,1733274035
GSIT,"GSI Technology, Inc.",3.01,-5.9375,-0.19,2.9601,3.215,6.02,1.88,0.076711355,3.2374,3.136,NASDAQ,121134.0,162933.0,3.2,3.2,-0.6,-5.02,2025-01-23T21:00:00.000+0000,25485500.0,1733259601
GSITX,Goldman Sachs Small Cap Value Insights Fund,68.63,-0.7663,-0.53,68.63,68.63,69.79,52.73,0.960572795,65.6338,61.14005,NASDAQ,0.0,0.0,68.63,69.159996,,,,13996398.0,1733274036
